userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Cultural,pref_Entertainment,pref_Historical,pref_Museum,pref_Park,pref_Structure
18346531@N00,533,334,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,1
18352975@N00,534,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18352975@N00,535,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18352975@N00,536,317,Bute_House,Structure,55.9525306,-3.2080167,317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18352975@N00,537,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18352975@N00,538,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18352975@N00,539,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.1666666666666666,0,0,0.8333333333333334
18402635@N00,540,30437,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,Edinburgh_Castle,Historical,55.948611,-3.200833,4569,,,,,0,,,,,0,,,,,0,0.1428571428571428,0,0.7142857142857143,0.1428571428571428,0,0
18502987@N00,541,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,1
18966576@N00,542,33158,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,Scottish_National_Gallery,Museum,55.950917,-3.195667,423,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,0,0,0,0.5,0.4,0.1
19153501@N00,543,21287,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,National_Monument_of_Scotland,Historical,55.954722,-3.181806,999,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,Holyrood_Palace,Historical,55.9525,-3.1725,699,0,0,0.4,0,0,0.6
19229064@N00,544,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
19425349@N00,545,44532,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,0.7,0,0,0,0,0.3
19432794@N00,546,409,Our_Dynamic_Earth,Entertainment,55.9505778,-3.1743694,409,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,547,411,Edinburgh_International_Conference_Centre,Structure,55.9461083,-3.2096472,411,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,548,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,549,8904,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,550,338,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,551,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,552,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,553,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,554,4430,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,Scottish_Parliament_Building,Structure,55.952158,-3.175204,886,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,555,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19432794@N00,556,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1176470588235294,0.058823529,0.1176470588235294,0.1176470588235294,0,0.5882352941176471
19471305@N00,557,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,558,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,559,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,560,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,561,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,562,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,563,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,564,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,565,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,566,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,567,1002,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,568,334,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,569,1325,"Old_College,_University_of_Edinburgh",Structure,55.947389,-3.187194,1325,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,570,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,571,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,572,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,573,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,574,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19471305@N00,575,2650,"Old_College,_University_of_Edinburgh",Structure,55.947389,-3.187194,1325,"Old_College,_University_of_Edinburgh",Structure,55.947389,-3.187194,1325,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.038461538,0,0.038461538,0,0.038461538,0.8846153846153846
19473027@N00,576,4832,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,577,7795,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,578,3118,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,579,6904,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,580,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,581,18699,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Princes_Street_Gardens,Park,55.95005,-3.2029944,1351,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,582,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,583,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,584,2677,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Bute_House,Structure,55.9525306,-3.2080167,317,Bute_House,Structure,55.9525306,-3.2080167,317,Bute_House,Structure,55.9525306,-3.2080167,317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,585,19040,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,Edinburgh_Festival_Theatre,Cultural,55.9467,-3.1861778,1360,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,586,25368,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,587,8456,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,588,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,589,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,590,634,Bute_House,Structure,55.9525306,-3.2080167,317,Bute_House,Structure,55.9525306,-3.2080167,317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,591,1503,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,"Victoria_Quay,_Scotland",Structure,55.9781806,-3.1734667,167,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,592,6904,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,593,507,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,Scottish_National_Gallery_of_Modern_Art,Museum,55.9508583,-3.2275639,169,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,594,411,Edinburgh_International_Conference_Centre,Structure,55.9461083,-3.2096472,411,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,595,317,Bute_House,Structure,55.9525306,-3.2080167,317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,596,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,597,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,598,1726,Royal_Scottish_Academy_Building,Structure,55.95175,-3.196389,1726,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,599,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,600,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,601,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,602,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,603,69080,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,604,6280,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,National_Museum_of_Scotland,Museum,55.94694,-3.19,3140,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,605,2416,Usher_Hall,Cultural,55.94675,-3.2042,1208,Usher_Hall,Cultural,55.94675,-3.2042,1208,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,606,5755,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,607,2972,"New_College,_Edinburgh",Structure,55.9498,-3.1952,2972,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,608,1887,Scott_Monument,Historical,55.952417,-3.193278,1887,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,609,5755,"Parliament_House,_Edinburgh",Structure,55.94917,-3.19056,1303,St_Giles%27_Cathedral,Cultural,55.94944,-3.19083,4452,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,610,1559,Balmoral_Hotel,Structure,55.9528694,-3.1895083,1559,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
19473027@N00,611,480,St_Andrew%27s_House,Structure,55.953375,-3.1840972,480,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1848184818481848,0.011551155,0.085808581,0.1765676567656765,0.031353135,0.5099009900990099
