userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Education,pref_Museum,pref_Park,pref_Religion,pref_Shopping,pref_Structure,pref_Transport
22087304@N07,387,139,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,388,99,Pollok_House,Structure,55.8279278,-4.3182222,99,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,389,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,390,10334,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,391,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,392,1677,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,393,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,394,1165,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Pollok_House,Structure,55.8279278,-4.3182222,99,Pollok_House,Structure,55.8279278,-4.3182222,99,Pollok_House,Structure,55.8279278,-4.3182222,99,Pollok_House,Structure,55.8279278,-4.3182222,99,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,395,2551,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Green,Park,55.8502639,-4.2392833,232,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,396,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,397,3845,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,398,1536,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,Pollok_House,Structure,55.8279278,-4.3182222,99,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,399,2016,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,400,2016,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,401,2640,Burrell_Collection,Museum,55.83083,-4.3075,36,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Pollok_House,Structure,55.8279278,-4.3182222,99,Pollok_House,Structure,55.8279278,-4.3182222,99,Pollok_House,Structure,55.8279278,-4.3182222,99,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,402,5559,Ashton_Lane,Shopping,55.874757,-4.292865,718,Ashton_Lane,Shopping,55.874757,-4.292865,718,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,403,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,404,52591,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,405,1832,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,406,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,407,1236,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,408,125,University_of_Strathclyde,Education,55.8617167,-4.241699833,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,409,125,University_of_Strathclyde,Education,55.8617167,-4.241699833,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,410,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,411,7056,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22087304@N07,412,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.196078431,0.4313725490196078,0.078431373,0,0.039215686,0.088235294,0.1666666666666666
22583315@N08,413,7903,Ashton_Lane,Shopping,55.874757,-4.292865,718,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,0.3125,0.1875,0,0,0.3125,0.1875,0
22583315@N08,414,1677,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3125,0.1875,0,0,0.3125,0.1875,0
22583315@N08,415,1317,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3125,0.1875,0,0,0.3125,0.1875,0
22583315@N08,416,3392,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3125,0.1875,0,0,0.3125,0.1875,0
22596839@N02,417,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,1,0,0
22686678@N05,418,1534,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.5,0,0,0,0,0.5
22751315@N05,419,3025,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666
22772546@N03,420,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,421,2499,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,422,517,Royal_Scottish_Academy_of_Music_and_Drama,Education,55.86254,-4.2567,517,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,423,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,424,439,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,425,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
22772546@N03,426,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.25,0,0,0,0.125,0.375
23108377@N07,427,2307,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.75,0,0,0,0,0
23108377@N07,428,1008,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.25,0.75,0,0,0,0,0
23150784@N05,429,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.6666666666666666,0,0,0,0.3333333333333333,0
23150784@N05,430,1538,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.6666666666666666,0,0,0,0.3333333333333333,0
23217533@N00,431,1696,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,432,1696,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,433,379,Glasgow_Royal_Concert_Hall,Structure,55.864503,-4.252921,379,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,434,2982,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,435,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,436,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,437,11872,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,438,2982,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,439,139,Glasgow_Museum_of_Transport,Museum,55.8687,-4.295,139,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,440,1090,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,441,125,University_of_Strathclyde,Education,55.8617167,-4.241699833,125,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,442,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,443,1090,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,445,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,446,7455,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,Glasgow_Central_railway_station,Transport,55.858,-4.258,1491,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23217533@N00,447,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.027777778,0.083333333,0,0.2222222222222222,0.3888888888888889,0.027777778,0.25
23351536@N07,448,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5454545454545454,0.1818181818181818,0,0.1818181818181818,0,0,0.090909091
23351536@N07,449,5748,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5454545454545454,0.1818181818181818,0,0.1818181818181818,0,0,0.090909091
23351536@N07,450,2874,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,University_of_Glasgow_Medical_School,Education,55.872,-4.288,1437,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5454545454545454,0.1818181818181818,0,0.1818181818181818,0,0,0.090909091
23351536@N07,451,1090,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5454545454545454,0.1818181818181818,0,0.1818181818181818,0,0,0.090909091
23351536@N07,452,1236,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.5454545454545454,0.1818181818181818,0,0.1818181818181818,0,0,0.090909091
23363966@N02,453,1447,Willow_Tearooms,Structure,55.86502917,-4.26116083,439,Glasgow_School_of_Art,Education,55.86611,-4.26389,1008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.2,0,0,0,0.4,0.2
23363966@N02,454,2056,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Clyde_Auditorium,Structure,55.859496,-4.287962,371,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.2,0.2,0,0,0,0.4,0.2
23377996@N00,455,3162,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,Buchanan_Street,Shopping,55.8606833,-4.254111,848,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.25,0,0,0.75,0,0
23401669@N00,456,3845,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.9375,0,0,0,0.0625,0
23401669@N00,457,1062,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,Burrell_Collection,Museum,55.83083,-4.3075,36,0,0.9375,0,0,0,0.0625,0
23401669@N00,458,371,Clyde_Auditorium,Structure,55.859496,-4.287962,371,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.9375,0,0,0,0.0625,0
23477028@N00,459,111,Glasgow_Caledonian_University,Education,55.86722,-4.25016,111,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0,0
23522264@N05,460,769,Kelvingrove_Art_Gallery_and_Museum,Museum,55.8685806,-4.2905056,769,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.375,0,0.25,0,0,0.375
23522264@N05,461,916,Glasgow_Queen_Street_railway_station,Transport,55.8622,-4.2512,916,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.375,0,0.25,0,0,0.375
23522264@N05,462,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.375,0,0.25,0,0,0.375
23522264@N05,463,1236,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,Gallery_of_Modern_Art,Museum,55.8602,-4.25249,618,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.375,0,0.25,0,0,0.375
23522264@N05,464,545,"St._Mungo%27s_Cathedral,_Glasgow",Religion,55.862972,-4.234444,545,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.375,0,0.25,0,0,0.375
