userID,Year,Month,Season,movingpath1,poiID1,theme1,subTheme1,lat1,long1,poiFreq1,movingpath2,poiID2,theme2,subTheme2,lat2,long2,poiFreq2,movingpath3,poiID3,theme3,subTheme3,lat3,long3,poiFreq3,movingpath4,poiID4,theme4,subTheme4,lat4,long4,poiFreq4,movingpath5,poiID5,theme5,subTheme5,lat5,long5,poiFreq5,movingpath6,poiID6,theme6,subTheme6,lat6,long6,poiFreq6,movingpath7,poiID7,theme7,subTheme7,lat7,long7,poiFreq7,movingpath8,poiID8,theme8,subTheme8,lat8,long8,poiFreq8,movingpath9,poiID9,theme9,subTheme9,lat9,long9,poiFreq9,movingpath10,poiID10,theme10,subTheme10,lat10,long10,poiFreq10,movingpath11,poiID11,theme11,subTheme11,lat11,long11,poiFreq11,movingpath12,poiID12,theme12,subTheme12,lat12,long12,poiFreq12,movingpath13,poiID13,theme13,subTheme13,lat13,long13,poiFreq13,movingpath14,poiID14,theme14,subTheme14,lat14,long14,poiFreq14,movingpath15,poiID15,theme15,subTheme15,lat15,long15,poiFreq15,movingpath16,poiID16,theme16,subTheme16,lat16,long16,poiFreq16,movingpath17,poiID17,theme17,subTheme17,lat17,long17,poiFreq17,movingpath18,poiID18,theme18,subTheme18,lat18,long18,poiFreq18,movingpath19,poiID19,theme19,subTheme19,lat19,long19,poiFreq19,movingpath20,poiID20,theme20,subTheme20,lat20,long20,poiFreq20,movingpath21,poiID21,theme21,subTheme21,lat21,long21,poiFreq21,movingpath22,poiID22,theme22,subTheme22,lat22,long22,poiFreq22,movingpath23,poiID23,theme23,subTheme23,lat23,long23,poiFreq23,movingpath24,poiID24,theme24,subTheme24,lat24,long24,poiFreq24,movingpath25,poiID25,theme25,subTheme25,lat25,long25,poiFreq25,movingpath26,poiID26,theme26,subTheme26,lat26,long26,poiFreq26,movingpath27,poiID27,theme27,subTheme27,lat27,long27,poiFreq27,movingpath28,poiID28,theme28,subTheme28,lat28,long28,poiFreq28,movingpath29,poiID29,theme29,subTheme29,lat29,long29,poiFreq29,movingpath30,poiID30,theme30,subTheme30,lat30,long30,poiFreq30,movingpath31,poiID31,theme31,subTheme31,lat31,long31,poiFreq31,movingpath32,poiID32,theme32,subTheme32,lat32,long32,poiFreq32,movingpath33,poiID33,theme33,subTheme33,lat33,long33,poiFreq33,movingpath34,poiID34,theme34,subTheme34,lat34,long34,poiFreq34,movingpath35,poiID35,theme35,subTheme35,lat35,long35,poiFreq35,movingpath36,poiID36,theme36,subTheme36,lat36,long36,poiFreq36,movingpath37,poiID37,theme37,subTheme37,lat37,long37,poiFreq37,movingpath38,poiID38,theme38,subTheme38,lat38,long38,poiFreq38,pref_Community Use,pref_Education Centre,pref_Health Services,pref_Leisure/Recreation,pref_Mixed Use,pref_Office,pref_Place Of Assembly,pref_Place of Worship,pref_Purpose Built,pref_Residential Accommodation,pref_Retail,pref_Specialist Residential Accommodation,pref_Transport,pref_Vacant Land
26071009@N04,2011,7,Winter,Melbourne Aquarium,218,Purpose Built,Aquarium,-37.82096278,144.9584257,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111,0,0,0.222222222,0,0.222222222,0.222222222,0.111111111,0.111111111,0,0,0,0,0
26071009@N04,2013,3,Autumn,SBS (Special Broadcasting Service),97,Office,Office,-37.81769212,144.9687406,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111,0,0,0.222222222,0,0.222222222,0.222222222,0.111111111,0.111111111,0,0,0,0,0
26085795@N02,2011,10,Spring,Welsh Presbyterian Church,11,Place of Worship,Church,-37.81044788,144.9598733,35,Parliament Railway Station,136,Transport,Railway Station,-37.81160618,144.9730173,327,Scots Church,13,Place of Worship,Church,-37.81456878,144.9685511,33,Council House 2 (CH2),2,Mixed Use,Retail/Office/Carpark,-37.81425914,144.9666384,138,St Augustines Church,7,Place of Worship,Church,-37.81697414,144.954862,72,Supreme Court,74,Community Use,Public Buildings,-37.81414942,144.957894,15,Melbourne Magistrates Court,72,Community Use,Government Building,-37.81361477,144.9568462,20,Melbourne Central Railway Station,163,Transport,Railway Station,-37.80977593,144.9626701,91,Forum Theatre,189,Place Of Assembly,Theatre Live,-37.81648541,144.9693866,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222222222,0,0,0,0.111111111,0,0.111111111,0.333333333,0,0,0,0,0.222222222,0
26118209@N07,2008,4,Autumn,Melbourne Town Hall,90,Community Use,Public Buildings,-37.81507548,144.9665427,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26125239@N00,2013,5,Autumn,Melbourne Town Hall,90,Community Use,Public Buildings,-37.81507548,144.9665427,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26303188@N00,2013,5,Autumn,Melbourne Visitor Centre,230,Community Use,Visitor Centre,-37.81773524,144.9679371,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0
26303188@N00,2014,4,Autumn,Australian Centre For The Moving Image (ACMI),231,Place Of Assembly,Art Gallery/Museum,-37.81761073,144.9690704,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0
26399791@N07,2008,5,Autumn,Immigration Museum,187,Place Of Assembly,Art Gallery/Museum,-37.81917988,144.9604268,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26489950@N03,2013,7,Winter,NGV International,130,Community Use,Public Buildings,-37.8230135,144.9693425,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26670541@N07,2011,8,Winter,Myer,235,Retail,Department Store,-37.8135912,144.9638551,529,Melbourne Central Railway Station,164,Transport,Railway Station,-37.81059924,144.9616906,70,Melbourne Central Railway Station,163,Transport,Railway Station,-37.80977593,144.9626701,91,City Baths,213,Leisure/Recreation,Major Sports & Recreation Facility,-37.80715854,144.9631898,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0.4,0
26670541@N07,2012,2,Summer,Sidney Myer Music Bowl,94,Community Use,Public Buildings,-37.82334716,144.9746862,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0.4,0
26771458@N08,2008,4,Autumn,Sinclair's Cottage,183,Place Of Assembly,Art Gallery/Museum,-37.81454075,144.980555,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26908483@N00,2012,2,Summer,Queen Victoria Market,47,Retail,Retail,-37.8075002,144.9571585,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
26908483@N00,2012,3,Autumn,Melbourne Cricket Ground (MCG),76,Leisure/Recreation,Major Sports & Recreation Facility,-37.81949216,144.9834029,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
26978304@N08,2010,12,Summer,St Johns Lutheran Church,19,Place of Worship,Church,-37.82093997,144.9671211,27,DFO South Wharf,92,Mixed Use,Retail/Office,-37.8248874,144.9497943,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
27078865@N00,2010,7,Winter,NGV International,130,Community Use,Public Buildings,-37.8230135,144.9693425,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27158819@N00,2006,2,Summer,Webb Bridge,232,Transport,Bridge,-37.82320524,144.947291,87,Southern Cross Railway Station,61,Transport,Railway Station,-37.81816331,144.9529447,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0
27158819@N00,2006,4,Autumn,Webb Bridge,232,Transport,Bridge,-37.82320524,144.947291,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0
27158819@N00,2006,7,Winter,State Theatre,57,Place Of Assembly,Theatre Live,-37.82128064,144.9684696,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0
27164277@N00,2008,5,Autumn,Piazza Italia,205,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.80251642,144.9658631,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0
27164277@N00,2008,7,Winter,Melbourne Town Hall,90,Community Use,Public Buildings,-37.81507548,144.9665427,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0
27503513@N05,2013,6,Winter,St Pauls Cathedral,188,Place of Worship,Church,-37.8169549,144.9676816,225,Melbourne Visitor Booth,38,Community Use,Visitor Centre,-37.81395251,144.9644259,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0
27568262@N00,2014,3,Autumn,Southgate Arts and Leisure Precinct,84,Mixed Use,Retail/Office/Carpark,-37.82022458,144.9659891,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27759575@N05,2009,9,Spring,Melbourne Town Hall,90,Community Use,Public Buildings,-37.81507548,144.9665427,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.066666667,0,0.2,0.066666667,0,0,0,0,0,0.066666667,0,0.2,0
27759575@N05,2009,10,Spring,Melbourne Central Railway Station,163,Transport,Railway Station,-37.80977593,144.9626701,91,University of Melbourne,197,Education Centre,Tertiary (University),-37.79828923,144.9609952,102,Flagstaff Railway Station,162,Transport,Railway Station,-37.81163844,144.9561187,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.066666667,0,0.2,0.066666667,0,0,0,0,0,0.066666667,0,0.2,0
27759575@N05,2009,11,Spring,Flagstaff Gardens,174,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.81112229,144.9546961,24,Alexandra Gardens,135,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.82060514,144.9717961,34,Royal Botanic Gardens,152,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.83066316,144.9808504,156,Shrine of Remembrance,150,Community Use,Public Buildings,-37.830208,144.9734419,258,QV Village,203,Mixed Use,Retail/Office/Residential/Carpark,-37.81068919,144.9657146,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.066666667,0,0.2,0.066666667,0,0,0,0,0,0.066666667,0,0.2,0
27759575@N05,2009,12,Summer,Queen Victoria Market,47,Retail,Retail,-37.8075002,144.9571585,473,Sidney Myer Music Bowl,94,Community Use,Public Buildings,-37.82334716,144.9746862,611,Victoria Police,35,Community Use,Police Station,-37.8164849,144.9664868,349,Melbourne Town Hall,90,Community Use,Public Buildings,-37.81507548,144.9665427,396,Melbourne Central Railway Station,165,Transport,Railway Station,-37.810893,144.9631007,42,State Library Victoria,65,Community Use,Public Buildings,-37.80998522,144.9643303,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.066666667,0,0.2,0.066666667,0,0,0,0,0,0.066666667,0,0.2,0
27788004@N02,2011,2,Summer,St Augustines Church,7,Place of Worship,Church,-37.81697414,144.954862,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27844104@N00,2010,5,Autumn,Melbourne Central,201,Mixed Use,Retail/Office/Carpark,-37.81053718,144.9627497,104,Flinders Street Railway Station,190,Transport,Railway Station,-37.8179063,144.9670648,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0
27853330@N05,2011,5,Autumn,Cooks' Cottage,216,Place Of Assembly,Art Gallery/Museum,-37.81446049,144.9794713,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27938958@N00,2009,3,Autumn,Southgate Arts and Leisure Precinct,84,Mixed Use,Retail/Office/Carpark,-37.82022458,144.9659891,336,Freshwater Place,229,Mixed Use,Retail/Office/Residential/Carpark,-37.82197455,144.9624614,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.142857143,0.428571429,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0
27938958@N00,2009,9,Spring,Wesley Church,6,Place of Worship,Church,-37.81015764,144.9681682,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.142857143,0.428571429,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0
