userID,seqID,totalFreq,movingpath0,theme0,lat0,long0,poiFreq0,movingpath1,theme1,lat1,long1,poiFreq1,movingpath2,theme2,lat2,long2,poiFreq2,movingpath3,theme3,lat3,long3,poiFreq3,movingpath4,theme4,lat4,long4,poiFreq4,movingpath5,theme5,lat5,long5,poiFreq5,movingpath6,theme6,lat6,long6,poiFreq6,movingpath7,theme7,lat7,long7,poiFreq7,movingpath8,theme8,lat8,long8,poiFreq8,movingpath9,theme9,lat9,long9,poiFreq9,pref_Amusement,pref_Beach,pref_Cultural,pref_Shopping,pref_Sport,pref_Structure
23987663@N00,1124,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1125,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1126,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1127,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1128,26811,Riverdale_Farm,Cultural,43.667111,-79.361294,346,Riverdale_Farm,Cultural,43.667111,-79.361294,346,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1129,10518,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1130,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1131,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1132,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1133,2064,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1134,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1135,10984,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1136,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1137,1376,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1138,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1139,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1140,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1141,688,Maple_Leaf_Gardens,Sport,43.66222,-79.38028,688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1142,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1143,1028,Harbourfront_Centre,Shopping,43.63849,-79.382068,1028,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1144,3748,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1145,111,Toronto_Islands,Beach,43.62083,-79.37861,111,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1146,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1147,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1148,111,Toronto_Islands,Beach,43.62083,-79.37861,111,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1149,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1150,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1151,5570,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1152,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1153,936,Old_City_Hall_(Toronto),Structure,43.6525,-79.38167,936,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1154,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1155,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1156,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1157,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1158,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1159,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1160,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1161,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1162,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1163,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1164,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1165,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23987663@N00,1166,7188,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.01369863,0.3424657534246575,0.1643835616438356,0.2191780821917808,0.1917808219178082,0.068493151
23993156@N00,1167,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
23995405@N00,1168,1028,Harbourfront_Centre,Shopping,43.63849,-79.382068,1028,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
24085129@N07,1169,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
24128704@N08,1170,7106,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3333333333333333,0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0
24128704@N08,1171,7298,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Harbourfront_Centre,Shopping,43.63849,-79.382068,1028,Harbourfront_Centre,Shopping,43.63849,-79.382068,1028,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3333333333333333,0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0
24186340@N03,1172,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1666666666666666,0.3333333333333333,0,0,0.5,0
24186340@N03,1173,7238,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1666666666666666,0.3333333333333333,0,0,0.5,0
24186340@N03,1174,10518,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,Air_Canada_Centre,Sport,43.64333,-79.37917,3506,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.1666666666666666,0.3333333333333333,0,0,0.5,0
24306356@N00,1175,6116,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,0.3333333333333333,0,0.6666666666666666,0,0,0
24306356@N00,1176,67507,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,0.3333333333333333,0,0.6666666666666666,0,0,0
24306356@N00,1177,169822,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,0.3333333333333333,0,0.6666666666666666,0,0,0
24366947@N08,1178,1701,Kensington_Market,Shopping,43.6547722,-79.4006778,1701,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,1,0,0
24395354@N02,1179,7204,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,Art_Gallery_of_Ontario,Cultural,43.65389,-79.39278,986,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Yorkdale_Shopping_Centre,Shopping,43.725599,-79.452696,104,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0.8,0.2,0,0
24431382@N03,1180,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0,0,0
24431382@N03,1181,3594,Yonge-Dundas_Square,Beach,43.65611,-79.38028,3594,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,0,0,0,0
24484507@N00,1182,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0
24503701@N02,1183,4128,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,Hockey_Hall_of_Fame,Cultural,43.646976,-79.377253,2064,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
24566752@N05,1184,124228,Rogers_Centre,Sport,43.64139,-79.38917,3056,Rogers_Centre,Sport,43.64139,-79.38917,3056,Rogers_Centre,Sport,43.64139,-79.38917,3056,Rogers_Centre,Sport,43.64139,-79.38917,3056,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,CN_Tower,Amusement,43.6426,-79.3871,3553,Rogers_Centre,Sport,43.64139,-79.38917,3056,Rogers_Centre,Sport,43.64139,-79.38917,3056,0.3333333333333333,0,0,0,0.6666666666666666,0
24566752@N05,1185,6112,Rogers_Centre,Sport,43.64139,-79.38917,3056,Rogers_Centre,Sport,43.64139,-79.38917,3056,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.3333333333333333,0,0,0,0.6666666666666666,0
24585780@N00,1186,1928,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,1,0,0,0
24616128@N00,1187,62130,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1188,8676,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,Casa_Loma,Cultural,43.6781,-79.4095,964,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1189,82456,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1190,1874,Toronto_Eaton_Centre,Shopping,43.653982,-79.380319,1874,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1191,21576,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1192,744,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1193,67704,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1194,34004,Ontario_Legislative_Building,Structure,43.662447,-79.391708,744,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,Ripley%27s_Aquarium_of_Canada,Cultural,43.642481,-79.38605,1736,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1195,4142,Royal_Ontario_Museum,Cultural,43.6675,-79.39417,4142,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1196,10857,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,Nathan_Phillips_Square,Beach,43.6525,-79.38361,3619,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1197,278,Ontario_Science_Centre,Cultural,43.71667,-79.33833,278,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
24616128@N00,1198,312,Yorkdale_Shopping_Centre,Shopping,43.725599,-79.452696,104,Yorkdale_Shopping_Centre,Shopping,43.725599,-79.452696,104,Yorkdale_Shopping_Centre,Shopping,43.725599,-79.452696,104,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.09375,0.703125,0.109375,0,0.09375
